Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,prediction
3448,Providence College,3.73,Masters,Providence,N/A,0,0,N/A,0,Data Scientist,03/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A,5.74,0
3449,Providence College,3.74,Masters,Providence,F,1,1,1,2,Data Scientist,02/15,05/15,N/A,N/A,N/A,N/A,N/A,N/A,4.41,1
3450,Providence College,2.84,Bachelors,Providence,M,0,0,N/A,0,Data Scientist,10/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,6.81,1
3451,Providence College,2.89,Bachelors,Providence,M,0,1,0,3,Data Scientist,05/20,08/20,N/A,N/A,N/A,N/A,N/A,N/A,8.4,0
3452,Providence College,2.61,Bachelors,Providence,M,N/A,1,1,3,Data Scientist,06/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,1.71,0
3453,Providence College,3.43,Masters,Providence,M,1,0,N/A,1,Data Scientist,07/19,06/21,N/A,N/A,N/A,N/A,N/A,N/A,9.28,1
3454,Providence College,2.72,Phd,Providence,F,N/A,1,0,4,Data Scientist,04/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A,8.13,1
3455,Providence College,2.54,Bachelors,Providence,F,1,0,N/A,4,Data Scientist,11/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,8.81,0
3456,Providence College,2.86,Masters,Providence,F,1,1,1,2,Data Scientist,10/18,04/19,N/A,N/A,N/A,N/A,N/A,N/A,2.19,0
3457,Providence College,2.18,Masters,Providence,N/A,1,1,1,0,Data Scientist,08/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A,4.82,0
3458,Providence College,3.49,Masters,Providence,F,0,0,1,3,Data Scientist,06/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,9.61,1
3459,Providence College,2.03,Bachelors,Providence,N/A,0,1,0,4,Data Scientist,03/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A,0.05,0
3460,Providence College,3.29,Bachelors,Providence,N/A,N/A,0,N/A,3,Data Scientist,02/21,11/21,N/A,N/A,N/A,N/A,N/A,N/A,1.15,0
3461,Providence College,2.37,Phd,Providence,F,1,0,0,2,Data Scientist,04/14,02/16,N/A,N/A,N/A,N/A,N/A,N/A,0.93,0
3462,Providence College,2.46,Masters,Providence,F,1,0,N/A,2,Data Scientist,09/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A,9.61,0
3463,Providence College,3.27,Bachelors,Providence,F,0,0,0,0,Data Scientist,01/18,10/18,N/A,N/A,N/A,N/A,N/A,N/A,5.21,0
3464,Providence College,3.99,Masters,Providence,N/A,1,0,1,4,Data Scientist,09/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,8.65,0
3465,Providence College,3.56,Masters,Providence,M,N/A,1,N/A,2,Data Scientist,07/17,07/19,N/A,N/A,N/A,N/A,N/A,N/A,9.97,1
3466,Providence College,2.45,Phd,Providence,F,1,1,N/A,2,Data Scientist,11/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,2.11,0
3467,Providence College,2.35,Bachelors,Providence,N/A,1,0,N/A,3,Data Scientist,08/16,06/18,N/A,N/A,N/A,N/A,N/A,N/A,4.12,0
3468,Providence College,3.73,Bachelors,Providence,N/A,0,1,0,1,Data Scientist,06/17,01/18,N/A,N/A,N/A,N/A,N/A,N/A,5.18,0
3469,Providence College,2.89,Masters,Providence,F,1,0,1,4,Data Scientist,01/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A,1.66,0
3470,Providence College,2.27,Masters,Providence,N/A,N/A,1,N/A,0,Data Scientist,10/15,08/17,N/A,N/A,N/A,N/A,N/A,N/A,3.92,0
3471,Providence College,3.72,Phd,Providence,F,N/A,0,0,0,Data Scientist,11/18,10/19,N/A,N/A,N/A,N/A,N/A,N/A,8.46,0
3472,Providence College,3.63,Phd,Providence,N/A,N/A,1,N/A,3,Data Scientist,10/17,12/18,N/A,N/A,N/A,N/A,N/A,N/A,3.89,0
3473,Providence College,3.97,Phd,Providence,M,N/A,0,1,0,Data Scientist,07/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,1.28,1
3474,Providence College,3.82,Phd,Providence,N/A,0,1,N/A,2,Data Scientist,03/17,07/17,N/A,N/A,N/A,N/A,N/A,N/A,6.24,0
3475,Providence College,3.7,Phd,Providence,F,1,0,1,4,Data Scientist,07/20,05/22,N/A,N/A,N/A,N/A,N/A,N/A,4.44,1
3476,Providence College,2.11,Phd,Providence,M,0,0,0,0,Data Scientist,11/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A,5.88,1
3477,Providence College,2.21,Masters,Providence,F,N/A,1,0,4,Data Scientist,08/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,4.52,1
3478,Providence College,3.14,Phd,Providence,N/A,1,0,1,0,Data Scientist,08/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A,3.01,0
3479,Providence College,3.06,Masters,Providence,M,0,0,1,1,Data Scientist,06/18,12/18,N/A,N/A,N/A,N/A,N/A,N/A,2.2,1
3480,Providence College,2.92,Masters,Providence,M,1,1,0,1,Data Scientist,06/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,2.5,0
3481,Providence College,2.79,Bachelors,Providence,N/A,N/A,1,1,4,Data Scientist,03/14,05/15,N/A,N/A,N/A,N/A,N/A,N/A,6.23,0
3482,Providence College,2.86,Masters,Providence,M,N/A,0,1,1,Data Scientist,02/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A,2.52,0
3483,Providence College,3.14,Masters,Providence,M,1,0,N/A,1,Data Scientist,04/18,12/18,N/A,N/A,N/A,N/A,N/A,N/A,6.9,1
3484,Providence College,2.0,Phd,Providence,M,1,0,0,2,Data Scientist,10/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,1.52,0
3485,Providence College,2.52,Masters,Providence,F,N/A,0,0,0,Data Scientist,04/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,2.97,0
3486,Providence College,3.04,Phd,Providence,F,0,1,1,1,Data Scientist,05/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A,4.47,1
3487,Providence College,3.44,Phd,Providence,M,N/A,0,1,4,Data Scientist,11/16,09/18,N/A,N/A,N/A,N/A,N/A,N/A,4.54,1
3488,Providence College,2.35,Phd,Providence,N/A,1,0,1,2,Data Scientist,09/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,3.11,0
3489,Providence College,3.09,Bachelors,Providence,N/A,0,1,0,1,Data Scientist,04/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,6.47,0
3490,Providence College,3.43,Phd,Providence,F,N/A,1,N/A,4,Data Scientist,11/14,01/16,N/A,N/A,N/A,N/A,N/A,N/A,6.53,0
3491,Providence College,2.89,Masters,Providence,N/A,1,0,0,0,Data Scientist,02/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,5.64,0
3492,Providence College,2.05,Phd,Providence,M,1,1,N/A,1,Data Scientist,08/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A,6.33,1
3493,Providence College,2.9,Phd,Providence,N/A,1,1,1,4,Data Scientist,10/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,2.95,0
3494,Providence College,2.59,Phd,Providence,F,0,1,0,4,Data Scientist,07/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A,6.66,1
3495,Providence College,3.86,Bachelors,Providence,F,0,0,N/A,3,Data Scientist,01/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,7.79,0
3496,Providence College,2.25,Masters,Providence,M,0,0,0,4,Data Scientist,10/15,07/17,N/A,N/A,N/A,N/A,N/A,N/A,5.17,1
3497,Providence College,3.3,Bachelors,Providence,F,0,0,N/A,3,Data Scientist,03/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,7.78,0
3498,Providence College,2.11,Masters,Providence,F,1,1,N/A,0,Data Scientist,10/16,10/18,N/A,N/A,N/A,N/A,N/A,N/A,7.39,1
3499,Providence College,2.89,Bachelors,Providence,F,1,0,0,0,Data Scientist,02/14,05/14,N/A,N/A,N/A,N/A,N/A,N/A,8.97,0
3500,Providence College,3.11,Masters,Providence,N/A,0,0,1,2,Data Scientist,09/21,05/23,N/A,N/A,N/A,N/A,N/A,N/A,7.45,0
3501,Providence College,2.6,Bachelors,Providence,F,0,0,0,3,Data Scientist,04/18,10/19,N/A,N/A,N/A,N/A,N/A,N/A,6.11,0
3502,Providence College,2.91,Phd,Providence,N/A,1,1,1,4,Data Scientist,11/17,05/18,N/A,N/A,N/A,N/A,N/A,N/A,6.8,0
3503,Providence College,2.33,Bachelors,Providence,F,N/A,0,N/A,2,Data Scientist,03/17,09/18,N/A,N/A,N/A,N/A,N/A,N/A,5.21,0
3504,Providence College,2.61,Bachelors,Providence,F,N/A,0,N/A,2,Data Scientist,09/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A,0.29,0
3505,Providence College,3.24,Phd,Providence,N/A,1,0,0,0,Data Scientist,07/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,5.9,0
3506,Providence College,2.6,Phd,Providence,N/A,0,0,0,4,Data Scientist,01/21,06/21,N/A,N/A,N/A,N/A,N/A,N/A,4.77,0
3507,Providence College,3.8,Masters,Providence,M,0,1,1,3,Data Scientist,08/20,10/21,N/A,N/A,N/A,N/A,N/A,N/A,1.31,1
3508,Providence College,3.26,Masters,Providence,M,1,0,1,0,Data Scientist,02/20,05/20,N/A,N/A,N/A,N/A,N/A,N/A,4.28,0
3509,Providence College,2.88,Masters,Providence,N/A,N/A,0,0,2,Data Scientist,12/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A,4.51,0
3510,Providence College,2.08,Bachelors,Providence,F,1,1,1,1,Data Scientist,07/20,12/20,N/A,N/A,N/A,N/A,N/A,N/A,7.72,1
3511,Providence College,3.0,Masters,Providence,M,1,1,1,2,Data Scientist,07/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,8.98,1
3512,Providence College,3.53,Bachelors,Providence,N/A,1,1,0,1,Data Scientist,09/17,06/18,N/A,N/A,N/A,N/A,N/A,N/A,4.24,0
3513,Providence College,2.53,Bachelors,Providence,N/A,0,1,0,0,Data Scientist,01/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A,2.96,0
3514,Providence College,3.61,Masters,Providence,F,0,1,N/A,3,Data Scientist,02/20,11/20,N/A,N/A,N/A,N/A,N/A,N/A,6.88,0
3515,Providence College,2.5,Masters,Providence,N/A,0,0,N/A,4,Data Scientist,06/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A,0.67,0
3516,Providence College,3.65,Bachelors,Providence,M,N/A,1,0,1,Data Scientist,05/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A,3.73,1
3517,Providence College,2.17,Phd,Providence,F,1,1,N/A,4,Data Scientist,08/14,03/15,N/A,N/A,N/A,N/A,N/A,N/A,4.39,0
3518,Providence College,3.73,Phd,Providence,N/A,1,1,1,0,Data Scientist,08/17,05/19,N/A,N/A,N/A,N/A,N/A,N/A,2.32,0
3519,Providence College,3.0,Bachelors,Providence,N/A,N/A,0,0,0,Data Scientist,10/18,04/20,N/A,N/A,N/A,N/A,N/A,N/A,2.95,0
3520,Providence College,2.59,Masters,Providence,F,0,0,N/A,0,Data Scientist,04/21,02/22,N/A,N/A,N/A,N/A,N/A,N/A,5.1,1
3521,Providence College,2.53,Bachelors,Providence,F,1,0,0,3,Data Scientist,12/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,0.37,1
3522,Providence College,2.86,Bachelors,Providence,F,N/A,1,N/A,1,Data Scientist,03/21,08/22,N/A,N/A,N/A,N/A,N/A,N/A,4.61,0
3523,Providence College,4.0,Masters,Providence,M,0,0,0,4,Data Scientist,06/14,05/15,N/A,N/A,N/A,N/A,N/A,N/A,6.77,0
3524,Providence College,2.44,Phd,Providence,M,0,1,1,2,Data Scientist,05/18,03/19,N/A,N/A,N/A,N/A,N/A,N/A,9.06,1
3525,Providence College,2.21,Bachelors,Providence,N/A,1,1,N/A,0,Data Scientist,03/15,08/15,N/A,N/A,N/A,N/A,N/A,N/A,2.09,0
3526,Providence College,3.17,Phd,Providence,N/A,0,0,0,4,Data Scientist,12/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,5.9,0
3527,Providence College,2.98,Phd,Providence,F,N/A,0,1,4,Data Scientist,03/17,01/18,N/A,N/A,N/A,N/A,N/A,N/A,0.33,1
3528,Providence College,3.05,Masters,Providence,N/A,0,0,N/A,3,Data Scientist,02/18,06/18,N/A,N/A,N/A,N/A,N/A,N/A,9.21,0
3529,Providence College,3.33,Bachelors,Providence,N/A,1,1,N/A,1,Data Scientist,01/20,05/20,N/A,N/A,N/A,N/A,N/A,N/A,4.72,0
3530,Providence College,2.53,Bachelors,Providence,F,N/A,0,0,3,Data Scientist,11/20,10/22,N/A,N/A,N/A,N/A,N/A,N/A,3.04,1
3531,Providence College,3.82,Phd,Providence,M,0,0,1,3,Data Scientist,08/19,08/21,N/A,N/A,N/A,N/A,N/A,N/A,0.14,0
3532,Providence College,2.87,Phd,Providence,M,0,0,0,4,Data Scientist,12/18,07/20,N/A,N/A,N/A,N/A,N/A,N/A,7.93,0
3533,Providence College,2.26,Masters,Providence,M,0,0,N/A,1,Data Scientist,07/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A,4.46,1
3534,Providence College,3.48,Phd,Providence,N/A,N/A,0,0,1,Data Scientist,03/21,08/21,N/A,N/A,N/A,N/A,N/A,N/A,4.73,0
3535,Providence College,3.29,Masters,Providence,F,0,1,0,1,Data Scientist,12/16,09/17,N/A,N/A,N/A,N/A,N/A,N/A,2.6,0
3536,Providence College,2.63,Bachelors,Providence,M,1,1,1,0,Data Scientist,10/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A,1.89,1
3537,Providence College,3.24,Masters,Providence,N/A,N/A,0,1,1,Data Scientist,01/15,08/15,N/A,N/A,N/A,N/A,N/A,N/A,9.59,0
3538,Providence College,2.44,Phd,Providence,F,N/A,1,N/A,4,Data Scientist,06/15,06/17,N/A,N/A,N/A,N/A,N/A,N/A,4.24,0
3539,Providence College,2.89,Bachelors,Providence,M,0,1,1,0,Data Scientist,12/18,04/20,N/A,N/A,N/A,N/A,N/A,N/A,1.78,1
3540,Providence College,3.8,Masters,Providence,M,N/A,1,0,2,Data Scientist,12/19,09/20,N/A,N/A,N/A,N/A,N/A,N/A,2.88,1
3541,Providence College,2.27,Bachelors,Providence,F,1,0,N/A,3,Data Scientist,12/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,8.05,0
3542,Providence College,2.77,Masters,Providence,N/A,N/A,1,1,1,Data Scientist,08/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,0.49,0
3543,Providence College,3.64,Phd,Providence,N/A,1,0,0,2,Data Scientist,11/14,04/15,N/A,N/A,N/A,N/A,N/A,N/A,7.51,0
3544,Providence College,3.94,Phd,Providence,M,0,1,0,1,Data Scientist,12/17,02/19,N/A,N/A,N/A,N/A,N/A,N/A,5.03,0
3545,Providence College,2.91,Bachelors,Providence,F,N/A,0,N/A,3,Data Scientist,07/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A,5.19,0
3546,Providence College,3.01,Bachelors,Providence,N/A,1,1,N/A,4,Data Scientist,12/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,0.51,0
3547,Providence College,3.14,Bachelors,Providence,F,0,1,1,4,Data Scientist,10/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A,1.1,1
3548,Providence College,3.86,Masters,Providence,F,1,0,1,3,Data Scientist,09/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A,7.93,1
3549,Providence College,3.72,Phd,Providence,M,N/A,0,1,2,Data Scientist,06/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,8.73,1
3550,Providence College,2.34,Bachelors,Providence,F,N/A,1,1,0,Data Scientist,12/20,05/22,N/A,N/A,N/A,N/A,N/A,N/A,3.31,0
3551,Providence College,2.87,Bachelors,Providence,F,1,0,N/A,0,Data Scientist,07/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A,6.46,0
3552,Providence College,2.93,Bachelors,Providence,F,0,0,0,1,Data Scientist,01/17,01/19,N/A,N/A,N/A,N/A,N/A,N/A,5.95,1
3553,Providence College,3.58,Masters,Providence,N/A,0,0,0,3,Data Scientist,09/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,3.35,0
3554,Providence College,3.21,Bachelors,Providence,M,0,0,1,3,Data Scientist,02/19,09/19,N/A,N/A,N/A,N/A,N/A,N/A,0.16,0
3555,Providence College,3.31,Bachelors,Providence,M,0,1,N/A,0,Data Scientist,08/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A,3.63,1
3556,Providence College,4.0,Masters,Providence,F,1,0,1,2,Data Scientist,10/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,4.3,1
3557,Providence College,2.15,Masters,Providence,F,N/A,1,1,3,Data Scientist,06/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,0.22,1
3558,Providence College,2.45,Bachelors,Providence,N/A,1,1,N/A,4,Data Scientist,04/18,03/20,N/A,N/A,N/A,N/A,N/A,N/A,5.85,0
3559,Providence College,2.82,Bachelors,Providence,M,N/A,0,0,4,Data Scientist,06/20,01/21,N/A,N/A,N/A,N/A,N/A,N/A,2.84,1
3560,Providence College,2.7,Masters,Providence,N/A,N/A,0,0,3,Data Scientist,10/20,03/21,N/A,N/A,N/A,N/A,N/A,N/A,8.74,0
3561,Providence College,2.04,Phd,Providence,M,1,0,1,2,Data Scientist,10/15,02/17,N/A,N/A,N/A,N/A,N/A,N/A,9.37,0
3562,Providence College,2.18,Masters,Providence,N/A,1,0,N/A,4,Data Scientist,01/15,10/15,N/A,N/A,N/A,N/A,N/A,N/A,8.69,0
3563,Providence College,3.36,Phd,Providence,F,0,1,0,2,Data Scientist,10/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,0.37,0
3564,Providence College,3.76,Bachelors,Providence,N/A,N/A,1,0,0,Data Scientist,05/17,12/17,N/A,N/A,N/A,N/A,N/A,N/A,4.8,0
3565,Providence College,3.03,Bachelors,Providence,F,0,0,N/A,1,Data Scientist,05/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,5.62,0
3566,Providence College,3.08,Phd,Providence,M,0,1,N/A,0,Data Scientist,06/18,09/18,N/A,N/A,N/A,N/A,N/A,N/A,5.26,1
3567,Providence College,2.51,Masters,Providence,M,1,0,0,1,Data Scientist,04/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A,0.88,1
3568,Providence College,3.54,Bachelors,Providence,F,0,1,1,4,Data Scientist,11/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A,4.76,0
3569,Providence College,3.5,Phd,Providence,M,0,1,1,1,Data Scientist,12/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A,7.14,1
3570,Providence College,3.18,Masters,Providence,N/A,0,1,0,1,Data Scientist,02/16,03/17,N/A,N/A,N/A,N/A,N/A,N/A,0.86,0
3571,Providence College,2.43,Phd,Providence,F,1,0,1,3,Data Scientist,06/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A,2.75,1
3572,Providence College,2.19,Masters,Providence,M,0,0,1,1,Data Scientist,08/15,04/17,N/A,N/A,N/A,N/A,N/A,N/A,0.99,1
3573,Providence College,2.13,Masters,Providence,N/A,0,1,N/A,3,Data Scientist,11/21,10/23,N/A,N/A,N/A,N/A,N/A,N/A,2.41,0
3574,Providence College,3.19,Masters,Providence,N/A,1,0,N/A,1,Data Scientist,03/16,12/16,N/A,N/A,N/A,N/A,N/A,N/A,7.44,0
3575,Providence College,3.65,Masters,Providence,M,1,0,N/A,3,Data Scientist,11/18,03/19,N/A,N/A,N/A,N/A,N/A,N/A,0.31,1
3576,Providence College,3.72,Phd,Providence,M,1,1,1,4,Data Scientist,08/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A,7.88,0
3577,Providence College,2.93,Phd,Providence,N/A,N/A,0,N/A,4,Data Scientist,02/17,03/18,N/A,N/A,N/A,N/A,N/A,N/A,8.93,0
3578,Providence College,3.57,Phd,Providence,F,1,0,N/A,1,Data Scientist,05/16,01/17,N/A,N/A,N/A,N/A,N/A,N/A,0.82,0
3579,Providence College,3.89,Phd,Providence,M,N/A,1,0,2,Data Scientist,02/21,09/21,N/A,N/A,N/A,N/A,N/A,N/A,9.63,0
3580,Providence College,2.55,Phd,Providence,M,1,1,N/A,4,Data Scientist,08/19,10/19,N/A,N/A,N/A,N/A,N/A,N/A,0.92,0
3581,Providence College,2.8,Masters,Providence,F,1,1,0,0,Data Scientist,10/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A,5.37,1
3582,Providence College,3.86,Bachelors,Providence,F,1,1,1,0,Data Scientist,08/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,9.16,0
3583,Providence College,2.68,Bachelors,Providence,M,N/A,0,N/A,3,Data Scientist,07/18,01/20,N/A,N/A,N/A,N/A,N/A,N/A,3.06,1
3584,Providence College,3.83,Phd,Providence,F,0,0,0,2,Data Scientist,11/16,03/17,N/A,N/A,N/A,N/A,N/A,N/A,9.66,1
3585,Providence College,3.96,Phd,Providence,N/A,1,1,0,3,Data Scientist,01/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A,3.3,0
3586,Providence College,3.32,Bachelors,Providence,N/A,N/A,1,0,1,Data Scientist,12/14,12/15,N/A,N/A,N/A,N/A,N/A,N/A,2.96,0
3587,Providence College,3.63,Masters,Providence,N/A,1,0,1,4,Data Scientist,08/15,06/17,N/A,N/A,N/A,N/A,N/A,N/A,7.01,0
3588,Providence College,3.5,Phd,Providence,M,0,0,N/A,2,Data Scientist,07/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A,6.33,0
3589,Providence College,3.4,Masters,Providence,F,N/A,0,1,3,Data Scientist,05/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A,4.84,1
3590,Providence College,2.61,Bachelors,Providence,N/A,1,1,0,3,Data Scientist,08/15,07/17,N/A,N/A,N/A,N/A,N/A,N/A,8.36,0
3591,Providence College,2.11,Bachelors,Providence,F,1,1,1,0,Data Scientist,05/16,12/16,N/A,N/A,N/A,N/A,N/A,N/A,7.58,0
3592,Providence College,2.69,Phd,Providence,N/A,1,1,1,1,Data Scientist,10/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A,7.87,0
3593,Providence College,3.33,Masters,Providence,F,0,1,0,3,Data Scientist,04/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A,6.44,0
3594,Providence College,2.21,Phd,Providence,N/A,N/A,0,N/A,0,Data Scientist,02/20,09/20,N/A,N/A,N/A,N/A,N/A,N/A,7.93,0
3595,Providence College,2.02,Bachelors,Providence,N/A,1,1,N/A,2,Data Scientist,04/15,02/16,N/A,N/A,N/A,N/A,N/A,N/A,4.22,0
3596,Providence College,2.28,Masters,Providence,N/A,1,1,1,3,Data Scientist,12/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,8.29,0
3597,Providence College,3.43,Phd,Providence,N/A,N/A,0,N/A,0,Data Scientist,07/14,03/16,N/A,N/A,N/A,N/A,N/A,N/A,6.44,0
3598,Providence College,3.95,Phd,Providence,N/A,0,1,0,1,Data Scientist,12/18,04/20,N/A,N/A,N/A,N/A,N/A,N/A,9.22,0
3599,Providence College,3.97,Phd,Providence,N/A,0,0,N/A,4,Data Scientist,01/16,09/16,N/A,N/A,N/A,N/A,N/A,N/A,6.36,0
3600,Providence College,2.99,Bachelors,Providence,N/A,0,1,1,2,Data Scientist,08/14,12/15,N/A,N/A,N/A,N/A,N/A,N/A,0.54,0
3601,Providence College,3.74,Phd,Providence,N/A,0,0,0,3,Data Scientist,06/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,6.42,0
3602,Providence College,3.47,Masters,Providence,N/A,0,0,0,0,Data Scientist,04/17,08/17,N/A,N/A,N/A,N/A,N/A,N/A,3.9,0
3603,Providence College,3.0,Phd,Providence,F,1,0,0,3,Data Scientist,05/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,3.9,1
3604,Providence College,3.15,Bachelors,Providence,F,1,1,1,4,Data Scientist,07/20,11/20,N/A,N/A,N/A,N/A,N/A,N/A,5.57,0
3605,Providence College,2.27,Phd,Providence,M,1,1,1,3,Data Scientist,05/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A,3.36,0
3606,Providence College,3.88,Bachelors,Providence,N/A,N/A,1,N/A,3,Data Scientist,01/16,07/16,N/A,N/A,N/A,N/A,N/A,N/A,9.95,0
3607,Providence College,2.7,Bachelors,Providence,F,0,1,1,0,Data Scientist,04/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A,7.67,1
3608,Providence College,2.89,Masters,Providence,F,N/A,1,0,4,Data Scientist,02/14,02/16,N/A,N/A,N/A,N/A,N/A,N/A,6.03,1
3609,Providence College,3.34,Masters,Providence,F,0,1,1,2,Data Scientist,10/16,03/17,N/A,N/A,N/A,N/A,N/A,N/A,4.21,1
3610,Providence College,2.67,Phd,Providence,F,0,0,1,0,Data Scientist,10/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,5.27,0
3611,Providence College,2.51,Bachelors,Providence,F,N/A,1,N/A,4,Data Scientist,11/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A,1.04,1
3612,Providence College,3.26,Bachelors,Providence,F,1,1,0,4,Data Scientist,01/17,04/17,N/A,N/A,N/A,N/A,N/A,N/A,6.31,1
3613,Providence College,2.05,Masters,Providence,M,N/A,0,N/A,3,Data Scientist,04/20,10/21,N/A,N/A,N/A,N/A,N/A,N/A,1.33,1
3614,Providence College,3.44,Masters,Providence,F,1,0,N/A,1,Data Scientist,07/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A,3.85,0
3615,Providence College,3.03,Phd,Providence,M,0,1,N/A,1,Data Scientist,06/18,02/20,N/A,N/A,N/A,N/A,N/A,N/A,0.66,0
3616,Providence College,3.21,Bachelors,Providence,M,1,0,0,2,Data Scientist,12/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,1.06,1
3617,Providence College,3.26,Masters,Providence,N/A,0,1,N/A,3,Data Scientist,05/18,03/19,N/A,N/A,N/A,N/A,N/A,N/A,3.21,0
3618,Providence College,3.05,Phd,Providence,N/A,0,0,0,1,Data Scientist,08/19,10/20,N/A,N/A,N/A,N/A,N/A,N/A,4.04,0
3619,Providence College,3.17,Bachelors,Providence,N/A,1,1,N/A,0,Data Scientist,02/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A,6.69,0
3620,Providence College,3.37,Bachelors,Providence,F,0,0,N/A,2,Data Scientist,04/17,02/18,N/A,N/A,N/A,N/A,N/A,N/A,2.31,1
3621,Providence College,3.51,Masters,Providence,N/A,1,0,0,3,Data Scientist,04/14,11/14,N/A,N/A,N/A,N/A,N/A,N/A,4.85,0
3622,Providence College,3.45,Phd,Providence,F,N/A,1,1,0,Data Scientist,01/20,02/21,N/A,N/A,N/A,N/A,N/A,N/A,5.92,1
3623,Providence College,3.74,Masters,Providence,F,0,1,N/A,1,Data Scientist,10/15,10/17,N/A,N/A,N/A,N/A,N/A,N/A,7.46,1
3624,Providence College,2.38,Phd,Providence,N/A,0,0,1,1,Data Scientist,07/14,10/14,N/A,N/A,N/A,N/A,N/A,N/A,3.29,0
3625,Providence College,2.8,Bachelors,Providence,N/A,N/A,0,N/A,1,Data Scientist,04/18,06/18,N/A,N/A,N/A,N/A,N/A,N/A,4.79,0
3626,Providence College,3.9,Phd,Providence,M,0,0,1,1,Data Scientist,12/16,05/17,N/A,N/A,N/A,N/A,N/A,N/A,6.41,0
